schema_version,run_id,physical_client_id,virtual_client_id,num_examples,train_examples,val_examples,label_0_count,label_1_count,label_2_count,label_3_count,label_4_count,label_5_count,label_6_count,label_7_count,label_8_count,label_9_count,label_entropy,dominant_label,dominant_label_fraction,kl_to_global_label_distribution,is_iid,is_balanced,noniid_alpha,unbalanced_alpha
bayesfl_observability_v1,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.0,3,1.0,2.28098669344155,False,False,0.01,0.1
bayesfl_observability_v1,,1,0,3,3,0,0,0,0,0,0,0,0,0,3,0,-0.0,8,1.0,2.3277319754160017,False,False,0.01,0.1
bayesfl_observability_v1,,2,0,48,48,5,0,53,0,0,0,0,0,0,0,0,-0.0,1,1.0,2.185987945410232,False,False,0.01,0.1
bayesfl_observability_v1,,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0,1,1.0,2.185987945410232,False,False,0.01,0.1
bayesfl_observability_v1,,4,0,3,3,0,0,0,0,0,0,0,1,0,0,2,0.6365141682948128,9,0.6666666666666666,1.6763487837974358,False,False,0.01,0.1
bayesfl_observability_v1,,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.0,9,1.0,2.311121424016332,False,False,0.01,0.1
bayesfl_observability_v1,,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.0,3,1.0,2.28098669344155,False,False,0.01,0.1
bayesfl_observability_v1,,7,0,80,80,8,0,0,0,0,0,88,0,0,0,0,-0.0,5,1.0,2.4040642619438994,False,False,0.01,0.1
bayesfl_observability_v1,,8,0,25,25,2,3,0,0,0,0,0,24,0,0,0,0.34883209584303193,6,0.8888888888888888,1.9674200764769605,False,False,0.01,0.1
bayesfl_observability_v1,,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-0.0,4,1.0,2.3292713582565514,False,False,0.01,0.1
bayesfl_observability_v1,,10,0,11,11,1,0,0,0,0,0,0,12,0,0,0,-0.0,6,1.0,2.3163460082440825,False,False,0.01,0.1
bayesfl_observability_v1,,11,0,99,99,10,0,0,0,0,64,0,0,0,45,0,0.6778769705348007,4,0.5871559633027523,1.6507588626958358,False,False,0.01,0.1
bayesfl_observability_v1,,12,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.0,8,1.0,2.3277319754160017,False,False,0.01,0.1
bayesfl_observability_v1,,13,1,2367,2367,262,0,0,0,0,0,2628,0,0,1,0,0.003375492055621423,5,0.99961962723469,2.400659735165369,False,False,0.01,0.1
bayesfl_observability_v1,,14,1,7,7,0,0,0,0,0,1,0,0,0,6,0,0.410116318288409,8,0.8571428571428571,1.9178355689619568,False,False,0.01,0.1
bayesfl_observability_v1,,15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.0,8,1.0,2.3277319754160017,False,False,0.01,0.1
bayesfl_observability_v1,,16,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.0,9,1.0,2.311121424016332,False,False,0.01,0.1
bayesfl_observability_v1,,17,1,202,202,22,0,0,0,0,224,0,0,0,0,0,-0.0,4,1.0,2.3292713582565514,False,False,0.01,0.1
bayesfl_observability_v1,,18,1,9,9,0,0,0,9,0,0,0,0,0,0,0,-0.0,2,1.0,2.3096097079310103,False,False,0.01,0.1
bayesfl_observability_v1,,19,1,279,279,31,0,0,0,0,0,23,0,7,0,280,0.3705115655529096,9,0.9032258064516129,1.9463369459516098,False,False,0.01,0.1
bayesfl_observability_v1,,20,1,271,271,30,0,0,9,0,0,0,0,1,0,291,0.1565717533105691,9,0.9667774086378738,2.1543325248754965,False,False,0.01,0.1
bayesfl_observability_v1,,21,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.0,8,1.0,2.3277319754160017,False,False,0.01,0.1
bayesfl_observability_v1,,22,1,18,18,1,0,0,0,0,0,0,0,0,19,0,-0.0,8,1.0,2.3277319754160017,False,False,0.01,0.1
bayesfl_observability_v1,,23,1,73,73,8,0,81,0,0,0,0,0,0,0,0,-0.0,1,1.0,2.185987945410232,False,False,0.01,0.1
bayesfl_observability_v1,,24,1,142,142,15,135,0,0,0,0,0,0,0,0,22,0.40519466481919386,0,0.8598726114649682,1.9096930536110042,False,False,0.01,0.1
bayesfl_observability_v1,,25,2,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.0,5,1.0,2.4040642619438994,False,False,0.01,0.1
bayesfl_observability_v1,,26,2,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.0,8,1.0,2.3277319754160017,False,False,0.01,0.1
bayesfl_observability_v1,,27,2,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.0,6,1.0,2.3163460082440825,False,False,0.01,0.1
bayesfl_observability_v1,,28,2,568,568,63,11,0,0,0,620,0,0,0,0,0,0.08787175099597194,4,0.9825673534072901,2.241159561925204,False,False,0.01,0.1
bayesfl_observability_v1,,29,2,1170,1170,129,2,0,0,0,0,0,1297,0,0,0,0.011509519042002474,6,0.9984603541185527,2.3048351889352334,False,False,0.01,0.1
bayesfl_observability_v1,,30,2,189,189,21,0,0,0,0,0,210,0,0,0,0,-0.0,5,1.0,2.4040642619438994,False,False,0.01,0.1
bayesfl_observability_v1,,31,2,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.0,6,1.0,2.3163460082440825,False,False,0.01,0.1
bayesfl_observability_v1,,32,2,2,2,0,0,0,0,0,2,0,0,0,0,0,-0.0,4,1.0,2.3292713582565514,False,False,0.01,0.1
bayesfl_observability_v1,,33,2,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0,2,1.0,2.3096097079310103,False,False,0.01,0.1
bayesfl_observability_v1,,34,2,1824,1824,202,0,0,0,0,0,0,2026,0,0,0,-0.0,6,1.0,2.3163460082440825,False,False,0.01,0.1
bayesfl_observability_v1,,35,2,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.0,6,1.0,2.3163460082440825,False,False,0.01,0.1
bayesfl_observability_v1,,36,2,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0,1,1.0,2.185987945410232,False,False,0.01,0.1
bayesfl_observability_v1,,37,3,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.0,5,1.0,2.4040642619438994,False,False,0.01,0.1
