schema_version,run_id,round,physical_client_id,virtual_client_id,selected,selection_policy,distance_m,angle_rad,channel_gain,channel_snr_db,pathloss_db,noise_power,tx_power,rate_mbps,delay_ms,energy_j,outage,analog_ota_enabled,ota_noise_power,ota_distortion,ota_mse,ota_contribution_norm,digital_enabled,packet_error_rate,payload_bytes,communication_success
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,24,1,1,random,413.5419178369083,3.5761099207991176,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,30,2,1,random,247.4723068152236,0.33109398170456106,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,119,9,1,random,462.198729846986,1.4919467448214077,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,154,12,1,random,353.31588455617657,1.9443289530259302,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,166,13,1,random,492.81797518905296,3.986647168342786,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,174,13,1,random,178.45550546165217,0.7761383914779828,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,186,14,1,random,481.3553947592233,1.5623700394087605,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,241,19,1,random,547.0850924910858,2.779182278604292,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,256,20,1,random,527.4188185003038,1.6729914705643931,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,1,272,21,1,random,473.3454255951759,3.100589203174686,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,53,4,1,random,385.15233525000343,4.982057395930648,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,61,4,1,random,443.8143499745043,5.185910990858567,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,83,6,1,random,530.5836903660695,2.0093833430662467,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,112,9,1,random,479.9929787701995,1.7280492386568027,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,137,11,1,random,523.1949217261263,1.643351120041765,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,158,12,1,random,386.08390679380824,1.4119042331237421,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,169,13,1,random,277.9408552749002,3.043563931738982,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,178,14,1,random,512.7351539524458,5.953113087456182,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,186,14,1,random,481.3553947592233,1.5623700394087605,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,2,247,19,1,random,485.30777624160794,4.015726156723911,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,30,2,1,random,247.4723068152236,0.33109398170456106,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,82,6,1,random,522.2747400291731,2.145992916681383,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,141,11,1,random,401.09643414160416,2.869583829181718,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,155,12,1,random,364.07798553100133,4.510246561176719,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,194,15,1,random,372.73179401533986,4.160249863749864,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,203,16,1,random,520.0017289324702,5.54684421320646,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,249,19,1,random,442.00811601762734,3.1223736420174864,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,261,20,1,random,90.27863004855585,5.688976132692893,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,264,21,1,random,84.75662840573435,2.8667719852171194,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,3,274,21,1,random,396.887292097371,2.7539391343520725,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,6,0,1,random,382.07816949014125,1.4575165068128029,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,16,1,1,random,457.77769010845736,0.4702079771507635,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,18,1,1,random,192.73869487670333,4.079410567499369,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,83,6,1,random,530.5836903660695,2.0093833430662467,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,89,7,1,random,546.5384330237597,4.125130843665766,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,102,8,1,random,275.3879835647775,3.1964630367488636,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,152,12,1,random,374.82544744764004,4.149431919821053,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,209,16,1,random,431.28862020778746,4.438813501980837,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,221,17,1,random,306.3734823435835,0.2630900110840357,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,4,241,19,1,random,547.0850924910858,2.779182278604292,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,28,2,1,random,203.24444994514093,3.955662608116106,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,186,14,1,random,481.3553947592233,1.5623700394087605,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,193,15,1,random,315.4408952658323,4.4252255726357275,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,199,15,1,random,328.12115505327296,2.8909580760026232,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,213,17,1,random,462.0587270552541,4.37710092807046,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,217,17,1,random,452.7588570783861,0.5928028650980628,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,219,17,1,random,510.5548451629031,5.273497031688743,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,261,20,1,random,90.27863004855585,5.688976132692893,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,277,22,1,random,499.13702723040376,0.1704494029325066,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,5,293,23,1,random,267.517534898283,3.107535633443526,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,16,1,1,random,457.77769010845736,0.4702079771507635,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,41,3,1,random,462.8203939719845,5.9117206090117875,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,47,3,1,random,249.32788320523036,1.6398080213030586,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,71,5,1,random,368.0283492417785,0.6968815853170758,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,100,8,1,random,300.18614970373824,3.7006468336014144,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,137,11,1,random,523.1949217261263,1.643351120041765,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,164,13,1,random,472.83800926553005,5.636812277753803,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,179,14,1,random,103.47826926519456,3.046349888550348,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,195,15,1,random,533.2327766715206,1.3882606107027624,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,6,294,23,1,random,492.7762168519203,5.965964465332432,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,7,19,1,1,random,532.1810432573344,3.5395651471461984,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,7,26,2,1,random,294.1450875328441,0.13079865118838344,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,7,63,5,1,random,375.9112689849976,0.7999934120921338,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,7,121,9,1,random,487.8337625290491,3.0015903687615895,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,7,125,10,1,random,383.59433817812254,3.8144535232158803,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,7,165,13,1,random,356.8073637938388,5.001853908713208,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,7,174,13,1,random,178.45550546165217,0.7761383914779828,,,,,,,,,,0,,,,,0,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep010_seed42,7,181,14,1,random,117.2094200248818,0.9884171798994301,,,,,,,,,,0,,,,,0,,,
