schema_version,run_id,round,physical_client_id,virtual_client_id,selected,selected_count,selection_policy,selection_score,selection_probability,selection_reason,num_examples,label_entropy,dominant_label,kl_to_global_label_distribution,distance_m,angle_rad,channel_gain,channel_snr_db,pathloss_db,rate_mbps,delay_ms,energy_j,outage
bayesfl_observability_v1,smoke_ola_mnist,1,11,2,1,6,random,,0.2,random_uniform,4,1.3862943611198906,5,0.939276547692685,184.56611946256038,0.8994710010681625,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,1,14,2,1,6,random,,0.2,random_uniform,274,0.9046127705927123,6,1.4102412850023194,483.78573872989597,0.4777667413128442,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,1,15,3,1,6,random,,0.2,random_uniform,342,1.2985927805091027,5,1.0543347356550556,519.4134380723592,5.784100292641981,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,1,21,4,1,6,random,,0.2,random_uniform,1152,1.5249506784896467,4,0.7610772411746858,265.51506578129704,4.270296457531731,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,1,24,4,1,6,random,,0.2,random_uniform,270,0.957950800540371,5,1.4191188247520772,413.5419178369083,3.5761099207991176,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,1,27,5,1,6,random,,0.2,random_uniform,4806,1.2530575555136367,5,1.083640527519532,34.926743227516376,2.424058602647788,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,2,4,0,1,6,random,,0.2,random_uniform,330,0.898369570558716,6,1.4095410508742412,287.73718396734813,2.1582891947425216,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,2,8,1,1,6,random,,0.2,random_uniform,472,1.6089164906125724,2,0.6965551597414836,393.58563227532574,4.5190857950638375,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,2,16,3,1,6,random,,0.2,random_uniform,2899,1.393841414721813,1,0.8699262401482634,457.77769010845736,0.4702079771507635,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,2,17,3,1,6,random,,0.2,random_uniform,947,1.4785618880198559,7,0.797476879196456,371.9773416923275,3.3227777376170584,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,2,22,4,1,6,random,,0.2,random_uniform,1863,1.2522514030270893,1,1.0373959216845188,207.4522898639769,3.1611263239482317,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,2,27,5,1,6,random,,0.2,random_uniform,4806,1.2530575555136367,5,1.083640527519532,34.926743227516376,2.424058602647788,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,3,5,1,1,6,random,,0.2,random_uniform,283,0.7744346831111485,5,1.6054758525866832,496.8207433324704,3.0785972719696755,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,3,11,2,1,6,random,,0.2,random_uniform,4,1.3862943611198906,5,0.939276547692685,184.56611946256038,0.8994710010681625,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,3,14,2,1,6,random,,0.2,random_uniform,274,0.9046127705927123,6,1.4102412850023194,483.78573872989597,0.4777667413128442,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,3,15,3,1,6,random,,0.2,random_uniform,342,1.2985927805091027,5,1.0543347356550556,519.4134380723592,5.784100292641981,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,3,16,3,1,6,random,,0.2,random_uniform,2899,1.393841414721813,1,0.8699262401482634,457.77769010845736,0.4702079771507635,,,,,,,
bayesfl_observability_v1,smoke_ola_mnist,3,24,4,1,6,random,,0.2,random_uniform,270,0.957950800540371,5,1.4191188247520772,413.5419178369083,3.5761099207991176,,,,,,,
