schema_version,run_id,physical_client_id,virtual_client_id,num_examples,train_examples,val_examples,label_0_count,label_1_count,label_2_count,label_3_count,label_4_count,label_5_count,label_6_count,label_7_count,label_8_count,label_9_count,label_entropy,dominant_label,dominant_label_fraction,kl_to_global_label_distribution,is_iid,is_balanced,noniid_alpha,unbalanced_alpha
bayesfl_observability_v1,,0,0,441,441,48,6,40,23,362,9,25,23,0,1,0,1.007167008061116,3,0.7402862985685071,1.276758292495456,False,False,0.3,0.5
bayesfl_observability_v1,,1,0,720,720,80,0,29,344,10,0,137,11,33,79,157,1.5787690823076708,2,0.43,0.7422832097208938,False,False,0.3,0.5
bayesfl_observability_v1,,2,0,1620,1620,179,989,159,2,10,203,29,328,1,56,22,1.368826093628643,0,0.5497498610339078,0.938461625223841,False,False,0.3,0.5
bayesfl_observability_v1,,3,0,475,475,52,6,0,404,46,0,4,42,3,5,17,0.8905883541586623,2,0.7666034155597723,1.4177784963404076,False,False,0.3,0.5
bayesfl_observability_v1,,4,0,330,330,36,0,3,2,34,0,0,275,24,2,26,0.898369570558716,6,0.7513661202185792,1.4095410508742412,False,False,0.3,0.5
bayesfl_observability_v1,,5,1,283,283,31,0,0,0,0,7,242,3,20,0,42,0.7744346831111485,5,0.7707006369426752,1.6054758525866832,False,False,0.3,0.5
bayesfl_observability_v1,,6,1,1803,1803,200,37,0,7,845,67,2,121,471,0,453,1.424271812485038,3,0.4218671992011982,0.8630577602332004,False,False,0.3,0.5
bayesfl_observability_v1,,7,1,1299,1299,144,3,17,2,264,39,293,65,326,417,17,1.693126752013245,8,0.288981288981289,0.6237197578331287,False,False,0.3,0.5
bayesfl_observability_v1,,8,1,472,472,52,12,30,244,120,34,39,10,0,26,9,1.6089164906125724,2,0.46564885496183206,0.6965551597414836,False,False,0.3,0.5
bayesfl_observability_v1,,9,1,897,897,99,589,29,84,0,3,214,0,38,12,27,1.2457325330132258,0,0.5913654618473896,1.0824580049352448,False,False,0.3,0.5
bayesfl_observability_v1,,10,2,1971,1971,218,8,483,1085,131,194,0,10,198,7,73,1.4588769796232084,2,0.49566011877569666,0.8191013363434113,False,False,0.3,0.5
bayesfl_observability_v1,,11,2,4,4,0,0,0,0,0,0,1,0,1,1,1,1.3862943611198906,5,0.25,0.939276547692685,False,False,0.3,0.5
bayesfl_observability_v1,,12,2,11053,11053,1228,70,806,2823,36,0,155,588,1806,5245,752,1.5802405431352806,8,0.4270824851396466,0.7231638212146337,False,False,0.3,0.5
bayesfl_observability_v1,,13,2,814,814,90,22,0,76,190,0,0,45,2,0,569,1.080692950032881,9,0.629424778761062,1.224219920331141,False,False,0.3,0.5
bayesfl_observability_v1,,14,2,274,274,30,1,0,81,2,0,5,202,4,0,9,0.9046127705927123,6,0.6644736842105263,1.4102412850023194,False,False,0.3,0.5
bayesfl_observability_v1,,15,3,342,342,38,11,0,0,1,33,199,66,69,0,1,1.2985927805091027,5,0.5236842105263158,1.0543347356550556,False,False,0.3,0.5
bayesfl_observability_v1,,16,3,2899,2899,322,152,1271,781,3,3,59,878,58,0,16,1.393841414721813,1,0.3945979509469109,0.8699262401482634,False,False,0.3,0.5
bayesfl_observability_v1,,17,3,947,947,105,27,101,0,305,98,66,5,447,0,3,1.4785618880198559,7,0.42490494296577946,0.797476879196456,False,False,0.3,0.5
bayesfl_observability_v1,,18,3,2961,2961,329,2,0,0,291,0,46,2176,348,0,427,1.05476922767672,6,0.6613981762917933,1.252970045184386,False,False,0.3,0.5
bayesfl_observability_v1,,19,3,3088,3088,343,359,2121,0,51,30,63,27,328,0,452,1.2404985133344801,1,0.6181871174584669,0.9902360367174992,False,False,0.3,0.5
bayesfl_observability_v1,,20,4,9,9,1,0,9,0,0,0,1,0,0,0,0,0.3250829733914482,1,0.9,1.8827126036721504,False,False,0.3,0.5
bayesfl_observability_v1,,21,4,1152,1152,127,339,340,0,1,358,102,1,135,0,3,1.5249506784896467,4,0.2799061767005473,0.7610772411746858,False,False,0.3,0.5
bayesfl_observability_v1,,22,4,1863,1863,206,26,828,0,0,79,797,3,318,0,18,1.2522514030270893,1,0.4001933301111648,1.0373959216845188,False,False,0.3,0.5
bayesfl_observability_v1,,23,4,2308,2308,256,124,318,0,7,59,24,1016,440,0,576,1.5567254543072586,6,0.3962558502340094,0.7334821600310028,False,False,0.3,0.5
bayesfl_observability_v1,,24,4,270,270,30,0,3,0,2,18,223,9,17,0,28,0.957950800540371,5,0.7433333333333333,1.4191188247520772,False,False,0.3,0.5
bayesfl_observability_v1,,25,5,466,466,51,13,155,0,54,84,27,2,182,0,0,1.5281742261950715,7,0.3520309477756286,0.7319974579753121,False,False,0.3,0.5
bayesfl_observability_v1,,26,5,248,248,27,121,0,0,20,61,2,6,0,0,65,1.3460778943118,0,0.44,0.9695950639903617,False,False,0.3,0.5
bayesfl_observability_v1,,27,5,4806,4806,533,1908,0,0,367,3,2052,6,996,0,7,1.2530575555136367,5,0.38434163701067614,1.083640527519532,False,False,0.3,0.5
bayesfl_observability_v1,,28,5,7557,7557,839,1098,0,0,2979,3564,614,0,0,0,141,1.2573149898819151,4,0.42448785135778944,1.058188427061716,False,False,0.3,0.5
bayesfl_observability_v1,,29,5,2641,2641,293,0,0,0,0,896,0,0,0,0,2038,0.6153583057667923,9,0.6946148602590321,1.7013058384537785,False,False,0.3,0.5
